rating,reviews,sentiment,Subjectivity,Polarity,Analysis,target
5.0,average productnot value money worth nhi hai go,0.075,0.25,0.075,Positive,2
3.0,this perfect headphone build quality cheap rest feature osumdislike plastic build,0.7,0.85,0.7,Positive,2
4.0,worth pricethe charging cable working.,0.3,0.1,0.3,Positive,2
3.0,"sound quality good. however, product flexible.sound quality good. however, product flexible. when i adjusted put ears, i felt bit uncomfortable.",0.325,0.65,0.325,Positive,2
4.0,good.nice product price range. sound quality good.,0.55,0.5,0.55,Positive,2
4.0,comfortableall thing good price comfortable...ear going pain using 1hour...,0.7,0.6000000000000001,0.7,Positive,2
4.0,good quality,0.7,0.6000000000000001,0.7,Positive,2
3.0,go boat headphone higher versionsthese headphone good bass i suggest go higher version like boat 550 600 boat 370 definitely dissappoints term bass expectations. boat 370 good mic quality low weight. we wear headphone 2 3 hour easily.,0.22592592592592592,0.537037037037037,0.22592592592592592,Positive,2
3.0,averageaverage quality sound...,0.4,0.4,0.4,Positive,2
5.0,very good boat rockerz 370 productvery nice,0.7549999999999999,0.8900000000000001,0.7549999999999999,Positive,2
4.0,"ear hurt >1hr contd uselove product, my/bf's ear hurt contd use.",0.0,0.0,0.0,Neutral,1
5.0,this headphone amazing mind-blowingi love sound,0.5,0.6333333333333333,0.5,Positive,2
5.0,sound qualitythis nice piece price awesome...,0.6666666666666666,0.7999999999999999,0.6666666666666666,Positive,2
4.0,goodcompared good,0.7,0.6000000000000001,0.7,Positive,2
5.0,totaly best product supplied me. thanks.i liked sound quality & noise cancellation.,0.6666666666666666,0.5,0.6666666666666666,Positive,2
3.0,.all round product fine uncomfortable ear hurts...,-0.09444444444444444,0.6333333333333333,-0.09444444444444444,Negative,0
5.0,very nice soundvery good product,0.74,0.8,0.74,Positive,2
4.0,"it's beautiful powerful time.so i got i first tried it, i amazed. i found voice line funny. the battery life super duper good. 8 hour battery life written website amazon 12 hour written.... that kind confusing me. i got black color gorgeous. the charging time really bad.....2-3 hour full charge? and i like everything else! it really good device.",0.3733974358974359,0.6602564102564104,0.3733974358974359,Positive,2
5.0,okgood,0.0,0.0,0.0,Neutral,1
4.0,connectivity issue macbookthis quite good..sound quality good but connectivity issue macbook. not working mac else good choice headphone,0.7,0.6000000000000001,0.7,Positive,2
3.0,sound great small sizethey small size uncomfortable wear long time sound good,0.15625000000000003,0.54375,0.15625000000000003,Positive,2
3.0,good sound cheap buildbroke within 3 month using,0.5,0.5666666666666667,0.5,Positive,2
4.0,looking nala irku sound quality nala irku video irku paarungathe medium could loaded.,0.4,0.4,0.4,Positive,2
5.0,mastmast,0.0,0.0,0.0,Neutral,1
4.0,at price goodwe also get wire pin case bluetooth damanged. really liked option.,0.6,0.8,0.6,Positive,2
4.0,sound quality goodbattery backup good,0.55,0.5,0.55,Positive,2
4.0,"money worthynice quality sound driver, great mic performance, great movie song gaming experience.",0.6666666666666666,0.6333333333333333,0.6666666666666666,Positive,2
4.0,good headphone priceif big ear get headphone,0.35,0.35000000000000003,0.35,Positive,2
3.0,four month usingoverall sound bass quality excellent built quality suck broke un usable,0.4166666666666667,0.6333333333333333,0.4166666666666667,Positive,2
4.0,nicenice,0.0,0.0,0.0,Neutral,1
3.0,"look repaired.there wire sticking seen picture look like glue put fix left out. please replace exact item, new, repaired one. otherwise happy product.",0.2965909090909091,0.42613636363636365,0.2965909090909091,Positive,2
3.0,ok okmicrophone good.,0.6,0.55,0.6,Positive,2
3.0,baddon't buy item,0.0,0.0,0.0,Neutral,1
4.0,excellent productgreat product go it.,1.0,1.0,1.0,Positive,2
4.0,"well everything great.after day color fading.i liked much, rest people know.",0.4,0.5,0.4,Positive,2
3.0,regular headset...not hard bass..not gameing atleastjust normal use ..,-0.04722222222222223,0.42286324786324786,-0.04722222222222223,Negative,0
3.0,"average plastic and comfortthe sound quality product fine, get price range, talking plastic used delicate, may break really fast careful handling",0.07777777777777779,0.6333333333333334,0.07777777777777779,Positive,2
3.0,bass worst.not good,0.27499999999999997,0.55,0.27499999999999997,Positive,2
4.0,"amazing quality outputamazing quality output, love design too.",0.55,0.75,0.55,Positive,2
4.0,happy qualitygood quality product received scratch,0.8,1.0,0.8,Positive,2
4.0,great productgreat product best sound,0.7333333333333334,0.4833333333333334,0.7333333333333334,Positive,2
4.0,all good except bassall good except bass,0.4166666666666667,0.5666666666666668,0.4166666666666667,Positive,2
5.0,good productthis good product i also happy product.connectivity battery service awesome,0.8,0.8,0.8,Positive,2
5.0,fantastici liked battery backup mostly. sound quality aslo superb. fit perfectly. someone definitely buy .,0.5666666666666667,0.6833333333333332,0.5666666666666667,Positive,2
4.0,sound quality good it’s noy comfortable big ear sizei using product almost 1 weak sound quality good it’s comfortable large ear size,0.31547619047619047,0.5281746031746032,0.31547619047619047,Positive,2
4.0,qulityi dislike quality product,0.0,0.0,0.0,Neutral,1
4.0,very nice nd compatiblei liked quality nd timely delivery.. it’s worth price nd good quality,0.595,0.625,0.595,Positive,2
5.0,very good productcharging 2 day,0.9099999999999999,0.7800000000000001,0.9099999999999999,Positive,2
3.0,very good productmis assembled left ear right vice versa,0.3985714285714286,0.4385714285714286,0.3985714285714286,Positive,2
5.0,very nice very good product,0.845,0.8900000000000001,0.845,Positive,2
5.0,nyc product good soundover good performance easy use,0.611111111111111,0.6777777777777779,0.611111111111111,Positive,2
5.0,best product good qualitygood sound quality bass quality best,0.5900000000000001,0.42000000000000004,0.5900000000000001,Positive,2
4.0,bluetooth best quality hear song aux best,1.0,0.3,1.0,Positive,2
4.0,goodits goodspecially long time use battery,-0.05,0.4,-0.05,Negative,0
4.0,can't wear long timeokaish product. can't wear long time really painful. better buy product.,-0.07499999999999998,0.55,-0.07499999999999998,Negative,0
4.0,nice producteverything nice mic!!!,0.8,1.0,0.8,Positive,2
4.0,legendarybass feel like dj full volume voice never corrupt,0.3,0.775,0.3,Positive,2
4.0,vol control inconvenient uselisten movie night,-0.6,1.0,-0.6,Negative,0
5.0,like producti like product,0.0,0.0,0.0,Neutral,1
4.0,very goodgood sound worth price,0.30000000000000004,0.26666666666666666,0.30000000000000004,Positive,2
4.0,"it's charging!!!!the medium could loaded. i received yesterday, fine good i put charge. it showing indication charging... and atomatically disconnected bluetooth. and blue light blinking...",0.37916666666666665,0.47500000000000003,0.37916666666666665,Positive,2
5.0,nicevery nice product,0.6,1.0,0.6,Positive,2
5.0,astounding productwonderful product stunning quality. i loved much.,0.5,0.75,0.5,Positive,2
5.0,good quality n comfortableall well,0.7,0.6000000000000001,0.7,Positive,2
5.0,it awesom,0.0,0.0,0.0,Neutral,1
5.0,mindblowingproduct amazing....as i've used boat product earlier....so i'm satisfied product......& indeed awsme & trustworthy......sound quality damn good 🤩🤩🥳🥳,0.6,0.8,0.6,Positive,2
3.0,no noicefor music okfor voice callnot good,0.7,0.6000000000000001,0.7,Positive,2
5.0,i another world i played song it.too good headset. go it. i another world i played song it. boat simply awesome,0.85,0.8,0.85,Positive,2
5.0,beautiful headphonesbest quality beautiful sound. most good looking black gold.,0.5222222222222223,0.6555555555555556,0.5222222222222223,Positive,2
5.0,great qualityi used 2 month feeling good product boat products. all product awosme quality.,0.75,0.675,0.75,Positive,2
4.0,listening experience greatthis headphone sound great come sound test/quality. but plastic material used head seems kinda fragile. it broke month careful usage.,0.3,0.61,0.3,Positive,2
5.0,niceaachha hai,0.0,0.0,0.0,Neutral,1
5.0,suberbamazing,0.0,0.0,0.0,Neutral,1
4.0,good productsound quality good,0.7,0.6000000000000001,0.7,Positive,2
3.0,"boat headphone reviewsound noice good ear cup smaller ear,so cant used long time,its used painful.",-0.012500000000000011,0.6,-0.012500000000000011,Negative,0
3.0,this headphone good sound quality much good size little small scratch headphone,0.2725,0.5,0.2725,Positive,2
5.0,best headphone segment pl buy itbest value money .,1.0,0.3,1.0,Positive,2
4.0,goodgood,0.0,0.0,0.0,Neutral,1
5.0,ultimateproduct total paisa wasool,0.0,0.75,0.0,Neutral,1
5.0,awesomenice productthankyou amazon,0.0,0.0,0.0,Neutral,1
5.0,it best ever big headthe medium could loaded. i like,0.5,0.2,0.5,Positive,2
5.0,ear friendly devicesits comfortably ear.,0.3875,0.65,0.3875,Positive,2
3.0,not good music. good call meetingsnot good music. good call meeting,0.43749999999999994,0.6000000000000001,0.43749999999999994,Positive,2
4.0,"i rebel, i calling buying product become happy osm product.i like iti rebel kumar.🥃🥃🥃🥃kya baat hi know boat best minimum amount.",0.9,0.65,0.9,Positive,2
5.0,good soundgood product,0.7,0.6000000000000001,0.7,Positive,2
5.0,good like clearity sound.provide surround sound also.worth it.value money,0.55,0.5,0.55,Positive,2
3.0,nana,0.0,0.0,0.0,Neutral,1
5.0,"boat always exceed expectation price rangewasn't expecting boat deliver good sound quality price range, worth buying",0.46666666666666673,0.3666666666666667,0.46666666666666673,Positive,2
5.0,awesomewow wonderful product charge extended upto 18 hours...so great must buy...best student,0.9,0.875,0.9,Positive,2
5.0,okthe medium could loaded.,0.0,0.0,0.0,Neutral,1
2.0,"cheap plastic, average product. sound distorted high volume.edit: after 1 year usage.the headphone start developing crack overhead plastic band, padding earcups head band started coming off. the boat logo completely vanished (all happened even taking utmost care). the sound still fine.please aware cheap plastic poor built quality headphone. instead buy blaupunkt bh01 eqz headphone best price.ps. the gold plating aux cable come creating much disturbance connecting listening music rendering useless.edit: the sound cut-offs annoying watching film playing. you can't hear dialogue low volume.honest review 46 day usage...pros:• good sound quality, vocal crystal clear. nice see aux cable bundled box itself.• you get rich bass bluetooth average bass using wired connection.• the ear cup padded good quality foam faux leather, pain continuous use (used 2-2.5 hour still comfortable).• value money, got 1099/- only.• not bass heavy tweak setting get good bass.• good fit design.• good battery backup, got 7 hrs+ single charge. full charge take 2-3 hours, orange led go fully charged.• build quality good considering price product.• call quality average (the speaker loud). the headphone also tell caller’s number incoming call.• the latency also acceptable price point.cons:• on bluetooth, volume kept low music low pitch, sometimes left-right speaker turn on off automatically. (it eliminated keeping volume bar 50%, also problem connected using aux cable). i saw problem boat rockerz 450 well.• when kept 100% volume sound tends get distorted. (its thd-total harmonic distortion ≤5%, whereas good headphone ≤1%)• the aux cable seems thin careful handling it.• the earcups sweat resistant take care it.",0.21721428571428567,0.5209404761904762,0.21721428571428567,Positive,2
5.0,bahut jyada behtar boat headponethe medium could loaded.,0.0,0.0,0.0,Neutral,1
5.0,goodjust awsome,0.0,0.0,0.0,Neutral,1
4.0,miconly mic quality good,0.7,0.6000000000000001,0.7,Positive,2
3.0,"averagelight weight, sound quality differs depending device compatibility, ipad sound good mi note 9 pro poor quality, i'm using one plus nord 2t, sound quality average.",0.225,0.4666666666666666,0.225,Positive,2
5.0,good product good product,0.7,0.6000000000000001,0.7,Positive,2
4.0,"nice headphonescan't fit larger head, little ear pain wearing 1 hr,sound quality awesome,battery's awesome,nice headphone",0.203125,0.6,0.203125,Positive,2
3.0,"great choicepurchased 999, basis great choice!! good battery back sound quality!!",0.625,0.5,0.625,Positive,2
4.0,don't buy need long use ....in case wear long duration ear get heated damage ear ...and u use short duration buy good student's,0.15,0.42500000000000004,0.15,Positive,2
5.0,valid money.valid money. i got offer. it worth buying it. we use bluetooth wire.,0.3,0.1,0.3,Positive,2
4.0,"good work macbook airit's decent one pricing work macbook air. my purpose served. if looking pair apple devices, please buy this.",0.4333333333333333,0.6333333333333333,0.4333333333333333,Positive,2
4.0,malfunctioningit malfunctioning,0.0,0.0,0.0,Neutral,1
4.0,it's decent headphone 1500.it's decent headphone 1500.,0.16666666666666666,0.6666666666666666,0.16666666666666666,Positive,2
4.0,nice one buyvery like,0.6,1.0,0.6,Positive,2
5.0,before warranty breaki have bought rockerz 370 boat headphone 8 oct 2021 ..it broken got loosed i touched it... it's condition picture... pls replace headphone...as give 1 year warranty i warranty card too.. i want replaced.. a completed 1year yet....,-0.4,0.4,-0.4,Negative,0
5.0,sound quality really goodi used gym sound quality really give energy,0.3,0.3,0.3,Positive,2
4.0,pretty goodheadphones good pretty tight,0.25535714285714284,0.7214285714285714,0.25535714285714284,Positive,2
5.0,value priceit's value price,0.0,0.0,0.0,Neutral,1
4.0,best sound qualityif go wireless 12 hr playback wired get long time purpose hurt ear. otherwise product good.,0.5125,0.42500000000000004,0.5125,Positive,2
3.0,"average product. not worth ₹500when i received , battery issue first one .but received defective exchanged one.average product.....",-0.016666666666666663,0.27777777777777773,-0.016666666666666663,Negative,0
5.0,i feel goodi feel good product,0.7,0.6000000000000001,0.7,Positive,2
3.0,"not good callsgood watching video hearing song calls, party can't hear properly.",-0.175,0.35000000000000003,-0.175,Negative,0
4.0,good product1500rs headphone best choice best good quality bass sound quality amazing,0.6071428571428571,0.5142857142857143,0.6071428571428571,Positive,2
4.0,just go itit's awesome go,1.0,1.0,1.0,Positive,2
3.0,get break side 6 month use.the medium could loaded.,0.0,0.0,0.0,Neutral,1
4.0,if want buy budget good want nice sound go 40 mm driverif want buy budget good want nice sound go 40 mm driver,0.5666666666666665,0.6666666666666666,0.5666666666666665,Positive,2
4.0,"satisfying product aman bhaimast sound krta hai product, bus jara bass i hai, ear ko thoda comfortable kami ata hai. baki beste product",0.2875,0.675,0.2875,Positive,2
4.0,"a great purchasea great purchase price range, look classy using. overall loved it.",0.4800000000000001,0.64,0.4800000000000001,Positive,2
3.0,"worst material (plastic)i've using headphone 9 months, sound quality really good problem product material, plastic, broken still working. i can't wear use, buy it. buy boat product good quality material.",0.07999999999999999,0.6,0.07999999999999999,Positive,2
4.0,package got wet insidethe medium could loaded. box got wet due rain...... but thank god product got wet..... product working good.... but alert packing,0.05499999999999998,0.43500000000000005,0.05499999999999998,Positive,2
4.0,"u consider. ok buyin 2020 i purchased product, time nice headphone price range(rs1100).the quality little bit compromised apart ok.sound quality nicebase nicenoise cancellation okbut plastic quality best ok.for online class i purchased it.if student like buying online class little bit music definitely consider it.and review 2 year usagei hope review helpsthankyou.",0.28750000000000003,0.5499999999999999,0.28750000000000003,Positive,2
3.0,googgood,0.0,0.0,0.0,Neutral,1
4.0,product good durability,0.7,0.6000000000000001,0.7,Positive,2
5.0,best voiceawesome quality style,1.0,0.3,1.0,Positive,2
4.0,product good quality aslo best.the medium could loaded.,0.7,0.6000000000000001,0.7,Positive,2
5.0,very good..sound good..best battery backup..,0.2,0.3,0.2,Positive,2
5.0,"i facing automatically bluetooth loss audio, phone start audio suddenly.connectivity bad.automatic loss audio i facing.even connected.",0.0,0.0,0.0,Neutral,1
3.0,nice output low material qualityit's sound output awesome. average noise cancellation. overall good experience audio output material quality poor. i bought 3 month ago broken. it get cracked easily.,0.21833333333333335,0.5533333333333333,0.21833333333333335,Positive,2
5.0,"good bass, low weight, easy carry.very nice quality sound system soothes ear",0.33055555555555555,0.6055555555555555,0.33055555555555555,Positive,2
4.0,amazingamazing product price range,0.0,0.0,0.0,Neutral,1
4.0,overall good product moneyoverall good product money,0.4666666666666666,0.4000000000000001,0.4666666666666666,Positive,2
3.0,nicegood product comfortable use hour,0.4,0.8,0.4,Positive,2
4.0,"it's worth it to buy (keeping price mind)sound quality very good , bass also good , comfort is avg. & built mic also avg. for me down point product noice cancelltion. otherwise product is fantastic. worth money give.",0.32920634920634917,0.466984126984127,0.32920634920634917,Positive,2
5.0,no need caption good productvery ows sound proper work bass & quality,0.23750000000000002,0.4,0.23750000000000002,Positive,2
5.0,baddal quality best,1.0,0.3,1.0,Positive,2
5.0,very good productsound quality,0.9099999999999999,0.7800000000000001,0.9099999999999999,Positive,2
4.0,"sound good, bit heavy headthe weight bit more, used",0.35000000000000003,0.5,0.35000000000000003,Positive,2
4.0,nice product. liked much.combination aux bluetooth good feature. the music clear.,0.5,0.6958333333333334,0.5,Positive,2
3.0,mike workingmike work properly call anything,0.0,0.1,0.0,Neutral,1
4.0,great purchase within budget!!!an amazing product cheap prize! definitely go it...,0.47500000000000003,0.7124999999999999,0.47500000000000003,Positive,2
4.0,bestperfect just love it.,0.5,0.6,0.5,Positive,2
4.0,"the headset tight one wear time best cost...the quality good, importantly affordable adjustment headphone tight secondly exterior part fragile...",0.24897959183673465,0.4244897959183674,0.24897959183673465,Positive,2
